image_file;object_id;bbox_x;bbox_y;bbox_width_px;bbox_height_px;area_cm2;panjang_cm;lebar_cm;jarak_kamera_cm;ketebalan_cm;volume_cm3;aspect_ratio;perimeter_cm;solidity;compactness;berat_kering_gram;Ground_Truth_gram;Pred_Random_Forest_gram;Pred_Xgboost_gram;Pred_Gbdt_gram;Pred_Catboost_gram;Pred_CNN_gram;Pred_LSTM_gram;Pred_Transformer_gram;AE_Random_Forest_gram;SE_Random_Forest_gram2;APE_Random_Forest_percent;AE_Xgboost_gram;SE_Xgboost_gram2;APE_Xgboost_percent;AE_Gbdt_gram;SE_Gbdt_gram2;APE_Gbdt_percent;AE_Catboost_gram;SE_Catboost_gram2;APE_Catboost_percent;AE_CNN_gram;SE_CNN_gram2;APE_CNN_percent;AE_LSTM_gram;SE_LSTM_gram2;APE_LSTM_percent;AE_Transformer_gram;SE_Transformer_gram2;APE_Transformer_percent
ZoneA_040.jpg;0;1088;1498;1254;1683;66.14;9.77;13.75;23.5;2.35;155.43;0.711;67.82;0.736;5.534;2.0;2.0;1.93;2.0;2.0;1.95;2.37;2.56;2.15;0.07;0.0;3.5;0.0;0.0;0.1;0.0;0.0;0.08;0.05;0.0;2.68;0.37;0.14;18.56;0.56;0.32;28.12;0.15;0.02;7.27
ZoneA_041.jpg;0;1114;1549;960;1337;49.55;8.13;11.87;25.54;2.55;126.56;0.685;55.11;0.754;4.877;2.0;2.0;2.02;2.0;2.0;2.0;2.12;2.56;2.13;0.02;0.0;1.0;0.0;0.0;0.02;0.0;0.0;0.01;0.0;0.0;0.14;0.12;0.01;5.81;0.56;0.32;28.12;0.13;0.02;6.7
ZoneA_042.jpg;0;1114;1549;998;1337;48.44;8.4;11.8;25.39;2.54;122.98;0.712;57.53;0.728;5.438;2.0;2.0;2.06;2.05;1.99;1.96;2.42;2.56;2.35;0.06;0.0;3.25;0.05;0.0;2.26;0.01;0.0;0.53;0.04;0.0;2.1;0.42;0.17;20.81;0.56;0.32;28.12;0.35;0.12;17.57
ZoneA_043.jpg;0;806;909;1696;2381;98.7;12.05;17.74;21.44;2.14;211.62;0.679;85.03;0.724;5.83;2.0;2.0;2.2;1.99;1.77;1.95;2.22;2.56;1.74;0.21;0.04;10.25;0.01;0.0;0.74;0.23;0.05;11.36;0.05;0.0;2.63;0.22;0.05;11.04;0.56;0.32;28.12;0.26;0.07;12.96
ZoneA_044.jpg;0;755;858;1760;2432;101.7;12.43;18.01;21.3;2.13;216.61;0.69;87.76;0.714;6.027;2.0;2.0;2.46;2.0;2.0;2.02;2.52;2.56;2.02;0.46;0.22;23.25;0.0;0.0;0.0;0.0;0.0;0.0;0.02;0.0;0.78;0.52;0.27;25.84;0.56;0.32;28.12;0.02;0.0;0.81
ZoneA_045.jpg;0;1088;1114;1242;1721;61.44;9.65;14.02;23.43;2.34;143.95;0.688;61.48;0.736;4.896;2.0;2.0;1.97;2.0;2.0;1.97;2.22;2.56;2.09;0.03;0.0;1.5;0.0;0.0;0.06;0.0;0.0;0.01;0.03;0.0;1.64;0.22;0.05;11.19;0.56;0.32;28.12;0.09;0.01;4.71
ZoneA_046.jpg;0;1062;1114;1268;1721;62.45;9.82;13.98;23.37;2.34;145.94;0.703;63.28;0.732;5.103;2.0;2.0;1.84;1.56;1.87;1.8;2.27;2.56;2.12;0.17;0.03;8.25;0.44;0.2;22.2;0.13;0.02;6.4;0.2;0.04;9.85;0.27;0.07;13.68;0.56;0.32;28.12;0.12;0.01;5.83
ZoneA_047.jpg;0;1088;1267;960;1408;48.57;8.04;12.36;25.26;2.53;122.68;0.65;50.21;0.757;4.13;2.0;2.0;2.01;2.0;2.0;1.99;2.03;2.56;2.17;0.01;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.02;0.01;0.0;0.73;0.03;0.0;1.41;0.56;0.32;28.12;0.17;0.03;8.5
ZoneA_048.jpg;0;1088;1267;1005;1434;48.7;8.33;12.46;24.99;2.5;121.71;0.668;51.99;0.753;4.417;2.0;2.0;2.01;2.0;2.0;1.98;2.21;2.56;2.33;0.01;0.0;0.5;0.0;0.0;0.01;0.0;0.0;0.06;0.02;0.0;0.94;0.21;0.04;10.45;0.56;0.32;28.12;0.33;0.11;16.65
ZoneA_049.jpg;0;1242;576;2432;2048;138.56;16.91;14.93;20.97;2.1;290.56;1.133;83.51;0.811;4.006;4.0;4.0;3.94;4.0;4.0;4.01;3.94;2.56;3.68;0.06;0.0;1.5;0.0;0.0;0.03;0.0;0.0;0.02;0.01;0.0;0.25;0.06;0.0;1.61;1.44;2.07;35.94;0.32;0.11;8.12
ZoneA_050.jpg;0;1254;550;2445;2100;143.89;16.94;15.26;20.9;2.09;300.73;1.11;86.69;0.813;4.156;4.0;4.0;3.94;4.0;4.0;4.0;4.05;2.56;3.75;0.06;0.0;1.5;0.0;0.0;0.02;0.0;0.0;0.01;0.0;0.0;0.03;0.05;0.0;1.37;1.44;2.07;35.94;0.25;0.06;6.25
ZoneA_051.jpg;0;986;1549;1446;1843;85.9;10.89;14.55;22.71;2.27;195.08;0.748;68.21;0.806;4.31;4.0;4.0;3.02;3.99;4.0;3.94;2.16;2.56;1.8;0.98;0.96;24.5;0.01;0.0;0.13;0.0;0.0;0.02;0.06;0.0;1.6;1.84;3.4;46.09;1.44;2.07;35.94;2.2;4.85;55.08
ZoneA_052.jpg;0;960;1549;1446;1843;85.64;10.89;14.55;22.71;2.27;194.49;0.748;69.07;0.8;4.432;4.0;4.0;2.84;3.96;3.21;3.73;2.15;2.56;1.8;1.16;1.35;29.0;0.04;0.0;1.11;0.79;0.62;19.65;0.27;0.07;6.8;1.85;3.43;46.3;1.44;2.07;35.94;2.2;4.83;54.95
ZoneA_053.jpg;0;1370;1011;1472;1242;68.97;11.76;10.4;24.1;2.41;166.23;1.13;54.77;0.814;3.461;4.0;4.0;3.84;4.0;4.0;4.02;3.59;2.56;2.57;0.16;0.03;4.0;0.0;0.0;0.02;0.0;0.0;0.02;0.02;0.0;0.42;0.41;0.17;10.31;1.44;2.07;35.94;1.43;2.05;35.83
ZoneA_054.jpg;0;1344;1011;1498;1255;67.24;11.91;10.47;23.99;2.4;161.31;1.138;56.31;0.793;3.753;4.0;4.0;3.69;4.0;4.0;3.97;3.39;2.56;2.55;0.31;0.1;7.75;0.0;0.0;0.02;0.0;0.0;0.01;0.03;0.0;0.87;0.61;0.37;15.23;1.44;2.07;35.94;1.45;2.11;36.32
ZoneA_055.jpg;0;986;346;2195;2176;109.46;15.35;15.95;21.09;2.11;230.86;0.962;95.1;0.665;6.575;4.0;4.0;3.91;4.0;4.0;4.01;3.79;2.56;4.07;0.09;0.01;2.25;0.0;0.0;0.0;0.0;0.0;0.01;0.01;0.0;0.21;0.21;0.04;5.22;1.44;2.07;35.94;0.07;0.01;1.83
ZoneA_056.jpg;0;986;371;2227;2157;112.29;15.55;15.8;21.07;2.11;236.61;0.985;93.79;0.678;6.234;4.0;4.0;3.93;4.03;3.98;3.99;3.79;2.56;4.19;0.07;0.0;1.75;0.03;0.0;0.75;0.02;0.0;0.44;0.01;0.0;0.33;0.21;0.04;5.16;1.44;2.07;35.94;0.19;0.04;4.75
ZoneA_057.jpg;0;1293;653;1664;1504;70.29;12.67;12.0;22.96;2.3;161.38;1.055;70.88;0.685;5.688;4.0;4.0;3.14;3.89;3.49;3.63;3.22;2.56;2.7;0.86;0.74;21.5;0.11;0.01;2.83;0.51;0.26;12.72;0.37;0.14;9.21;0.78;0.6;19.38;1.44;2.07;35.94;1.3;1.7;32.61
ZoneA_058.jpg;0;1267;627;1671;1549;72.43;12.66;12.3;22.85;2.29;165.5;1.029;74.27;0.679;6.061;4.0;4.0;3.56;4.0;4.0;3.94;3.33;2.56;2.73;0.44;0.19;11.0;0.0;0.0;0.04;0.0;0.0;0.05;0.06;0.0;1.44;0.67;0.45;16.82;1.44;2.07;35.94;1.27;1.62;31.78
ZoneA_059.jpg;0;1446;934;1364;1300;56.67;10.96;10.96;24.25;2.42;137.43;1.001;61.32;0.695;5.28;4.0;4.0;3.68;4.0;4.0;3.98;2.9;2.56;2.91;0.32;0.1;8.0;0.0;0.0;0.05;0.0;0.0;0.01;0.02;0.0;0.62;1.1;1.21;27.53;1.44;2.07;35.94;1.09;1.18;27.21
ZoneA_060.jpg;0;1446;934;1408;1299;56.48;11.26;10.89;24.12;2.41;136.23;1.034;62.08;0.687;5.43;4.0;4.0;3.46;3.99;4.0;3.91;2.9;2.56;2.88;0.54;0.3;13.62;0.01;0.0;0.15;0.0;0.0;0.03;0.09;0.01;2.16;1.1;1.22;27.61;1.44;2.07;35.94;1.12;1.26;28.04
ZoneA_061.jpg;0;934;1344;1204;1914;68.02;9.21;15.35;23.07;2.31;156.91;0.6;82.08;0.675;7.882;2.0;2.0;2.24;2.0;2.0;2.07;2.47;2.56;2.26;0.23;0.06;11.75;0.0;0.0;0.15;0.0;0.0;0.08;0.07;0.0;3.29;0.47;0.22;23.59;0.56;0.32;28.12;0.26;0.07;13.13
ZoneA_062.jpg;0;909;1293;1190;1971;70.0;9.07;15.74;22.98;2.3;160.85;0.576;82.25;0.681;7.691;2.0;2.0;2.22;2.0;2.0;2.01;2.26;2.56;2.0;0.21;0.05;10.75;0.0;0.0;0.05;0.0;0.0;0.01;0.01;0.0;0.52;0.26;0.07;13.13;0.56;0.32;28.12;0.0;0.0;0.16
ZoneA_063.jpg;0;1165;1882;896;1427;47.56;7.56;12.62;25.44;2.54;121.0;0.599;61.88;0.69;6.406;2.0;2.0;2.29;2.0;2.0;2.01;2.39;2.56;2.24;0.29;0.08;14.5;0.0;0.0;0.04;0.0;0.0;0.05;0.01;0.0;0.73;0.39;0.15;19.31;0.56;0.32;28.12;0.24;0.06;11.85
ZoneA_064.jpg;0;1139;1882;896;1446;49.52;7.53;12.75;25.36;2.54;125.58;0.591;63.0;0.697;6.378;2.0;2.0;2.15;2.0;2.0;1.99;2.4;2.56;2.23;0.15;0.02;7.5;0.0;0.0;0.0;0.0;0.0;0.05;0.01;0.0;0.52;0.4;0.16;20.08;0.56;0.32;28.12;0.23;0.05;11.4
ZoneA_065.jpg;0;1190;1754;685;1139;37.01;6.35;11.07;27.97;2.8;103.52;0.574;50.03;0.715;5.382;2.0;2.0;2.04;2.0;2.0;1.98;1.7;2.56;1.34;0.04;0.0;2.25;0.0;0.0;0.04;0.0;0.0;0.04;0.02;0.0;1.07;0.3;0.09;14.83;0.56;0.32;28.12;0.66;0.44;33.21
ZoneA_066.jpg;0;1242;1754;691;1132;38.05;6.41;11.01;27.98;2.8;106.48;0.582;51.08;0.714;5.457;2.0;2.0;2.08;2.0;2.0;2.02;1.73;2.56;1.35;0.08;0.01;3.75;0.0;0.0;0.01;0.0;0.0;0.06;0.02;0.0;0.99;0.27;0.07;13.64;0.56;0.32;28.12;0.65;0.43;32.73
ZoneA_067.jpg;0;1011;1011;1382;1383;57.48;10.97;11.51;23.95;2.4;137.67;0.953;52.98;0.736;3.886;1.0;1.0;2.72;3.5;3.25;2.8;2.43;2.56;2.74;1.72;2.94;171.5;2.5;6.27;250.31;2.25;5.08;225.33;1.8;3.25;180.29;1.43;2.06;143.37;1.56;2.44;156.24;1.74;3.03;174.06
ZoneA_068.jpg;0;986;1011;1407;1370;57.68;11.16;11.39;23.92;2.39;137.97;0.979;53.75;0.733;3.985;1.0;1.0;2.66;3.52;3.3;2.58;2.44;2.56;2.76;1.66;2.76;166.0;2.52;6.36;252.26;2.3;5.28;229.78;1.58;2.51;158.35;1.44;2.08;144.29;1.56;2.44;156.24;1.76;3.11;176.22
ZoneA_069.jpg;0;1037;1267;1030;1075;42.14;9.01;9.86;26.4;2.64;111.26;0.914;42.79;0.758;3.458;1.0;1.0;2.08;2.13;1.68;1.53;2.02;2.56;1.96;1.08;1.18;108.5;1.13;1.28;113.11;0.68;0.47;68.24;0.53;0.28;53.38;1.02;1.05;102.43;1.56;2.44;156.24;0.96;0.93;96.25
ZoneA_070.jpg;0;1062;1242;1044;1062;43.9;9.13;9.74;26.39;2.64;115.85;0.938;42.97;0.781;3.346;1.0;1.0;2.16;2.31;1.76;1.69;2.1;2.56;2.04;1.16;1.35;116.0;1.31;1.72;131.32;0.76;0.57;75.77;0.69;0.47;68.57;1.1;1.21;109.95;1.56;2.44;156.24;1.04;1.08;104.16
